시도교육청코드,표준학교코드,학교명,소재지명
B10,7010057,가락고등학교,서울특별시
B10,7130165,가락중학교,서울특별시
B10,7041164,가산중학교,서울특별시
B10,7130166,가원중학교,서울특별시
B10,7011169,가재울고등학교,서울특별시
B10,7031261,가재울중학교,서울특별시
B10,7132123,강남중학교,서울특별시
B10,7010117,강동고등학교,서울특별시
B10,7130167,강동중학교,서울특별시
B10,7130168,강명중학교,서울특별시
B10,7121341,강북중학교,서울특별시
B10,7130268,강빛중학교,서울특별시
B10,7010118,강서고등학교,서울특별시
B10,7010270,강서공업고등학교,서울특별시
B10,7081484,강신중학교,서울특별시
B10,7010958,강일고등학교,서울특별시
B10,7130169,강일중학교,서울특별시
B10,7132124,강현중학교,서울특별시
B10,7041165,개봉중학교,서울특별시
B10,7121342,개운중학교,서울특별시
B10,7041166,개웅중학교,서울특별시
B10,7091420,개원중학교,서울특별시
B10,7010058,개포고등학교,서울특별시
B10,7091421,개포중학교,서울특별시
B10,7130170,거원중학교,서울특별시
B10,7010119,건국대학교사범대학부속고등학교,서울특별시
B10,7134119,건국대학교사범대학부속중학교,서울특별시
B10,7010059,경기고등학교,서울특별시
B10,7010271,경기기계공업고등학교,서울특별시
B10,0,경기기계공업고등학교부설공동실습소,서울특별시
B10,7010272,경기상업고등학교,서울특별시
B10,7010060,경기여자고등학교,서울특별시
B10,7010385,경기여자고등학교부설방송통신고등학교,서울특별시
B10,7031110,경기초등학교,서울특별시
B10,7010061,경동고등학교,서울특별시
B10,7010386,경동고등학교부설방송통신고등학교,서울특별시
B10,7010120,경문고등학교,서울특별시
B10,7010062,경복고등학교,서울특별시
B10,7010387,경복고등학교부설방송통신고등학교,서울특별시
B10,7010835,경복비즈니스고등학교,서울특별시
B10,7010122,경복여자고등학교,서울특별시
B10,7134077,경복초등학교,서울특별시
B10,7081485,경서중학교,서울특별시
B10,7010124,경성고등학교,서울특별시
B10,7031179,경성중학교,서울특별시
B10,7134120,경수중학교,서울특별시
B10,7010125,경신고등학교,서울특별시
B10,7061094,경신중학교,서울특별시
B10,7091422,경원중학교,서울특별시
B10,7010563,경인고등학교,서울특별시
B10,7041167,경인중학교,서울특별시
B10,7010698,경일고등학교,서울특별시
B10,7134121,경일중학교,서울특별시
B10,7010126,경희고등학교,서울특별시
B10,7010127,경희여자고등학교,서울특별시
B10,7021122,경희여자중학교,서울특별시
B10,7021123,경희중학교,서울특별시
B10,7021079,경희초등학교,서울특별시
B10,7011312,계성고등학교,서울특별시
B10,7091368,계성초등학교,서울특별시
B10,7130171,고덕중학교,서울특별시
B10,7010797,고려대학교사범대학부속고등학교,서울특별시
B10,7121358,고려대학교사범대학부속중학교,서울특별시
B10,7011487,고명외식고등학교,서울특별시
B10,7121359,고명중학교,서울특별시
B10,7010063,고척고등학교,서울특별시
B10,7041168,고척중학교,서울특별시
B10,7051174,공릉중학교,서울특별시
B10,7010064,공항고등학교,서울특별시
B10,7081487,공항중학교,서울특별시
B10,7010065,관악고등학교,서울특별시
B10,7132125,관악중학교,서울특별시
B10,7010066,광남고등학교,서울특별시
B10,7134122,광남중학교,서울특별시
B10,7010131,광문고등학교,서울특별시
B10,7010132,광성고등학교,서울특별시
B10,7031180,광성중학교,서울특별시
B10,7010523,광성하늘빛학교,서울특별시
B10,7010133,광신고등학교,서울특별시
B10,7011488,광신방송예술고등학교,서울특별시
B10,7132126,광신중학교,서울특별시
B10,7010067,광양고등학교,서울특별시
B10,7134123,광양중학교,서울특별시
B10,7010134,광영고등학교,서울특별시
B10,7010135,광영여자고등학교,서울특별시
B10,7010306,광운전자공업고등학교,서울특별시
B10,7051175,광운중학교,서울특별시
B10,7121335,광운초등학교,서울특별시
B10,7134124,광장중학교,서울특별시
B10,7134125,광진중학교,서울특별시
B10,7134126,광희중학교,서울특별시
B10,7010575,교남학교,서울특별시
B10,7010068,구로고등학교,서울특별시
B10,7041169,구로중학교,서울특별시
B10,7091423,구룡중학교,서울특별시
B10,7031181,구산중학교,서울특별시
B10,7011111,구암고등학교,서울특별시
B10,7132127,구암중학교,서울특별시
B10,7134127,구의중학교,서울특별시
B10,7010069,구일고등학교,서울특별시
B10,7041170,구일중학교,서울특별시
B10,7010827,구현고등학교,서울특별시
B10,1371661,국립국악고등학교,서울특별시
B10,1371662,국립국악중학교,서울특별시
B10,1371663,국립전통예술고등학교,서울특별시
B10,1371664,국립전통예술중학교,서울특별시
B10,7132128,국사봉중학교,서울특별시
B10,7021080,금성초등학교,서울특별시
B10,7010071,금옥여자고등학교,서울특별시
B10,7081488,금옥중학교,서울특별시
B10,7010072,금천고등학교,서울특별시
B10,7011317,금천문화예술정보학교,서울특별시
B10,7011319,금호고등학교,서울특별시
B10,7061095,금호여자중학교,서울특별시
B10,7121357,길음중학교,서울특별시
B10,7011096,꿈타래학교,서울특별시
B10,7041171,난곡중학교,서울특별시
B10,7132129,난우중학교,서울특별시
B10,7010136,남강고등학교,서울특별시
B10,7132130,남강중학교,서울특별시
B10,7121360,남대문중학교,서울특별시
B10,7061151,남산국제유치원,서울특별시
B10,7132131,남서울중학교,서울특별시
B10,7132132,남성중학교,서울특별시
B10,7091486,내곡중학교,서울특별시
B10,7051176,노곡중학교,서울특별시
B10,7010564,노원고등학교,서울특별시
B10,7051177,노원중학교,서울특별시
B10,7051178,노일중학교,서울특별시
B10,7051179,녹천중학교,서울특별시
B10,7011302,누리학교,서울특별시
B10,7010589,누원고등학교,서울특별시
B10,7010459,다니엘학교,서울특별시
B10,7011489,단국대학교부속소프트웨어고등학교,서울특별시
B10,7010137,단국대학교사범대학부속고등학교,서울특별시
B10,7091449,단국대학교사범대학부속중학교,서울특별시
B10,7010073,당곡고등학교,서울특별시
B10,7132133,당곡중학교,서울특별시
B10,7041172,당산서중학교,서울특별시
B10,7041173,당산중학교,서울특별시
B10,7011301,대경상업고등학교,서울특별시
B10,7061096,대경중학교,서울특별시
B10,7010138,대광고등학교,서울특별시
B10,7021124,대광중학교,서울특별시
B10,7121336,대광초등학교,서울특별시
B10,7010833,대동세무고등학교,서울특별시
B10,7041174,대림중학교,서울특별시
B10,7091424,대명중학교,서울특별시
B10,7132134,대방중학교,서울특별시
B10,7010139,대성고등학교,서울특별시
B10,7031182,대성중학교,서울특별시
B10,7010140,대신고등학교,서울특별시
B10,7061097,대신중학교,서울특별시
B10,7010074,대영고등학교,서울특별시
B10,7041175,대영중학교,서울특별시
B10,7091425,대왕중학교,서울특별시
B10,7010141,대원고등학교,서울특별시
B10,7134130,대원국제중학교,서울특별시
B10,7010142,대원여자고등학교,서울특별시
B10,7010143,대원외국어고등학교,서울특별시
B10,7010144,대일고등학교,서울특별시
B10,7011186,대일관광고등학교,서울특별시
B10,7010145,대일외국어고등학교,서울특별시
B10,7010146,대진고등학교,서울특별시
B10,7010740,대진디자인고등학교,서울특별시
B10,7010147,대진여자고등학교,서울특별시
B10,7091426,대청중학교,서울특별시
B10,7091427,대치중학교,서울특별시
B10,7031183,덕산중학교,서울특별시
B10,7010148,덕성여자고등학교,서울특별시
B10,7061098,덕성여자중학교,서울특별시
B10,7010808,덕수고등학교,서울특별시
B10,7061099,덕수중학교,서울특별시
B10,7010149,덕원여자고등학교,서울특별시
B10,7010150,덕원예술고등학교,서울특별시
B10,7081516,덕원중학교,서울특별시
B10,7010317,덕일전자공업고등학교,서울특별시
B10,7011469,덜위치칼리지서울영국학교,서울특별시
B10,7091428,도곡중학교,서울특별시
B10,7010699,도봉고등학교,서울특별시
B10,7051180,도봉중학교,서울특별시
B10,7011318,도선고등학교,서울특별시
B10,7010560,독산고등학교,서울특별시
B10,7041099,동광초등학교,서울특별시
B10,7011086,동구마케팅고등학교,서울특별시
B10,7121361,동구여자중학교,서울특별시
B10,7010151,동국대학교사범대학부속고등학교,서울특별시
B10,7010746,동국대학교사범대학부속여자고등학교,서울특별시
B10,7134128,동국대학교사범대학부속여자중학교,서울특별시
B10,7021125,동국대학교사범대학부속중학교,서울특별시
B10,7021126,동대문중학교,서울특별시
B10,7010152,동덕여자고등학교,서울특별시
B10,7091450,동덕여자중학교,서울특별시
B10,7031184,동도중학교,서울특별시
B10,7134129,동마중학교,서울특별시
B10,7011490,동명생활경영고등학교,서울특별시
B10,7010153,동명여자고등학교,서울특별시
B10,7031185,동명여자중학교,서울특별시
B10,7010154,동북고등학교,서울특별시
B10,7130172,동북중학교,서울특별시
B10,7051109,동북초등학교,서울특별시
B10,7061054,동산초등학교,서울특별시
B10,7010155,동성고등학교,서울특별시
B10,7061100,동성중학교,서울특별시
B10,7130173,동신중학교,서울특별시
B10,7010965,동양고등학교,서울특별시
B10,7132135,동양중학교,서울특별시
B10,7021127,동원중학교,서울특별시
B10,7010156,동일여자고등학교,서울특별시
B10,7011185,동일여자상업고등학교,서울특별시
B10,7041176,동일중학교,서울특별시
B10,7010075,동작고등학교,서울특별시
B10,7132136,동작중학교,서울특별시
B10,7010076,둔촌고등학교,서울특별시
B10,7130174,둔촌중학교,서울특별시
B10,7081489,등명중학교,서울특별시
B10,7081490,등원중학교,서울특별시
B10,7010700,등촌고등학교,서울특별시
B10,7081517,등촌중학교,서울특별시
B10,7010908,리라아트고등학교,서울특별시
B10,7061055,리라초등학교,서울특별시
B10,7081515,마곡중학교,서울특별시
B10,7081540,마곡하늬중학교,서울특별시
B10,7134131,마장중학교,서울특별시
B10,7010157,마포고등학교,서울특별시
B10,7081518,마포중학교,서울특별시
B10,7121337,매원초등학교,서울특별시
B10,7010077,면목고등학교,서울특별시
B10,7021128,면목중학교,서울특별시
B10,7010158,명덕고등학교,서울특별시
B10,7010159,명덕여자고등학교,서울특별시
B10,7081519,명덕여자중학교,서울특별시
B10,7010160,명덕외국어고등학교,서울특별시
B10,7010078,명일여자고등학교,서울특별시
B10,7130175,명일중학교,서울특별시
B10,7010163,명지고등학교,서울특별시
B10,7031186,명지중학교,서울특별시
B10,7031111,명지초등학교,서울특별시
B10,7010744,목동고등학교,서울특별시
B10,7081491,목동중학교,서울특별시
B10,7081492,목운중학교,서울특별시
B10,7081493,목일중학교,서울특별시
B10,7010079,무학여자고등학교,서울특별시
B10,7134132,무학중학교,서울특별시
B10,7041177,문래중학교,서울특별시
B10,7041178,문성중학교,서울특별시
B10,7010166,문일고등학교,서울특별시
B10,7041179,문일중학교,서울특별시
B10,7010701,문정고등학교,서울특별시
B10,7130176,문정중학교,서울특별시
B10,7132137,문창중학교,서울특별시
B10,7010959,문현고등학교,서울특별시
B10,7130177,문현중학교,서울특별시
B10,7010591,미래산업과학고등학교,서울특별시
B10,7010167,미림여자고등학교,서울특별시
B10,7010569,미림여자정보과학고등학교,서울특별시
B10,7132138,미성중학교,서울특별시
B10,7010887,미양고등학교,서울특별시
B10,7121343,미양중학교,서울특별시
B10,7010460,밀알학교,서울특별시
B10,7010080,반포고등학교,서울특별시
B10,7091429,반포중학교,서울특별시
B10,7091430,방배중학교,서울특별시
B10,7010590,방산고등학교,서울특별시
B10,7130178,방산중학교,서울특별시
B10,7081494,방원중학교,서울특별시
B10,7130179,방이중학교,서울특별시
B10,7051181,방학중학교,서울특별시
B10,7081495,방화중학교,서울특별시
B10,7010168,배명고등학교,서울특별시
B10,7130180,배명중학교,서울특별시
B10,7010169,배문고등학교,서울특별시
B10,7061101,배문중학교,서울특별시
B10,7010170,배재고등학교,서울특별시
B10,7130181,배재중학교,서울특별시
B10,7010171,배화여자고등학교,서울특별시
B10,7061102,배화여자중학교,서울특별시
B10,7081496,백석중학교,서울특별시
B10,7010172,백암고등학교,서울특별시
B10,7051182,백운중학교,서울특별시
B10,7121344,번동중학교,서울특별시
B10,7010173,보성고등학교,서울특별시
B10,7010174,보성여자고등학교,서울특별시
B10,7061103,보성여자중학교,서울특별시
B10,7130182,보성중학교,서울특별시
B10,7010813,보인고등학교,서울특별시
B10,7130183,보인중학교,서울특별시
B10,7132139,봉림중학교,서울특별시
B10,7081520,봉영여자중학교,서울특별시
B10,7132140,봉원중학교,서울특별시
B10,7091431,봉은중학교,서울특별시
B10,7021129,봉화중학교,서울특별시
B10,7051183,북서울중학교,서울특별시
B10,7121345,북악중학교,서울특별시
B10,7031187,불광중학교,서울특별시
B10,7010736,불암고등학교,서울특별시
B10,7051184,불암중학교,서울특별시
B10,7132141,사당중학교,서울특별시
B10,7010985,삼각산고등학교,서울특별시
B10,7121346,삼각산중학교,서울특별시
B10,7121347,삼선중학교,서울특별시
B10,7010081,삼성고등학교,서울특별시
B10,7132142,삼성중학교,서울특별시
B10,7081497,삼정중학교,서울특별시
B10,7051185,상경중학교,서울특별시
B10,7010082,상계고등학교,서울특별시
B10,7051186,상계제일중학교,서울특별시
B10,7051187,상계중학교,서울특별시
B10,7132143,상도중학교,서울특별시
B10,7010593,상명고등학교,서울특별시
B10,7010178,상명대학교사범대학부속여자고등학교,서울특별시
B10,7061104,상명대학교사범대학부속여자중학교,서울특별시
B10,7061056,상명대학교사범대학부속초등학교,서울특별시
B10,7051188,상명중학교,서울특별시
B10,7051110,상명초등학교,서울특별시
B10,7010179,상문고등학교,서울특별시
B10,7021130,상봉중학교,서울특별시
B10,7031188,상신중학교,서울특별시
B10,7010806,상암고등학교,서울특별시
B10,7031189,상암중학교,서울특별시
B10,7051189,상원중학교,서울특별시
B10,7010916,상일미디어고등학교,서울특별시
B10,7010181,상일여자고등학교,서울특별시
B10,7130184,상일여자중학교,서울특별시
B10,7132144,상현중학교,서울특별시
B10,7010182,서라벌고등학교,서울특별시
B10,7121362,서라벌중학교,서울특별시
B10,7010183,서문여자고등학교,서울특별시
B10,7091451,서문여자중학교,서울특별시
B10,7010721,서서울생활과학고등학교,서울특별시
B10,7031190,서연중학교,서울특별시
B10,7091432,서운중학교,서울특별시
B10,7081418,서울가곡초등학교,서울특별시
B10,7130101,서울가동초등학교,서울특별시
B10,7130102,서울가락초등학교,서울특별시
B10,7041100,서울가산초등학교,서울특별시
B10,7081419,서울가양초등학교,서울특별시
B10,7130103,서울가원초등학교,서울특별시
B10,7051111,서울가인초등학교,서울특별시
B10,7031278,서울가재울초등학교,서울특별시
B10,7130104,서울가주초등학교,서울특별시
B10,7081420,서울갈산초등학교,서울특별시
B10,7031112,서울갈현초등학교,서울특별시
B10,7132080,서울강남초등학교,서울특별시
B10,7130105,서울강덕초등학교,서울특별시
B10,7130106,서울강동초등학교,서울특별시
B10,7130107,서울강명초등학교,서울특별시
B10,7130266,서울강빛초등학교,서울특별시
B10,7081421,서울강서초등학교,서울특별시
B10,7130251,서울강솔초등학교,서울특별시
B10,7081422,서울강신초등학교,서울특별시
B10,7081423,서울강월초등학교,서울특별시
B10,7130108,서울강일초등학교,서울특별시
B10,7130109,서울개롱초등학교,서울특별시
B10,7041101,서울개명초등학교,서울특별시
B10,7041102,서울개봉초등학교,서울특별시
B10,7121298,서울개운초등학교,서울특별시
B10,7041103,서울개웅초등학교,서울특별시
B10,7091369,서울개원초등학교,서울특별시
B10,7091370,서울개일초등학교,서울특별시
B10,7091371,서울개포초등학교,서울특별시
B10,7081424,서울개화초등학교,서울특별시
B10,7130110,서울거여초등학교,서울특별시
B10,7130111,서울거원초등학교,서울특별시
B10,7134078,서울경동초등학교,서울특별시
B10,7134079,서울경수초등학교,서울특별시
B10,7010561,서울경운학교,서울특별시
B10,7081425,서울경인초등학교,서울특별시
B10,7134080,서울경일초등학교,서울특별시
B10,7081426,서울계남초등학교,서울특별시
B10,7051112,서울계상초등학교,서울특별시
B10,7130112,서울고덕초등학교,서울특별시
B10,7010083,서울고등학교,서울특별시
B10,7130113,서울고명초등학교,서울특별시
B10,7041104,서울고산초등학교,서울특별시
B10,7041105,서울고원초등학교,서울특별시
B10,7031113,서울고은초등학교,서울특별시
B10,7130114,서울고일초등학교,서울특별시
B10,7041106,서울고척초등학교,서울특별시
B10,7130264,서울고현초등학교,서울특별시
B10,7031114,서울공덕초등학교,서울특별시
B10,7051113,서울공릉초등학교,서울특별시
B10,7010278,서울공업고등학교,서울특별시
B10,7010906,서울공연예술고등학교,서울특별시
B10,7051114,서울공연초등학교,서울특별시
B10,7081427,서울공진초등학교,서울특별시
B10,7081428,서울공항초등학교,서울특별시
B10,7010084,서울과학고등학교,서울특별시
B10,7010739,서울관광고등학교,서울특별시
B10,7132081,서울관악초등학교,서울특별시
B10,7134081,서울광남초등학교,서울특별시
B10,7134082,서울광장초등학교,서울특별시
B10,7134083,서울광진초등학교,서울특별시
B10,7010519,서울광진학교,서울특별시
B10,7061057,서울광희초등학교,서울특별시
B10,7061058,서울교동초등학교,서울특별시
B10,7091367,서울교육대학교부설초등학교,서울특별시
B10,7134084,서울구남초등학교,서울특별시
B10,7041107,서울구로남초등학교,서울특별시
B10,7041108,서울구로초등학교,서울특별시
B10,7091372,서울구룡초등학교,서울특별시
B10,7031115,서울구산초등학교,서울특별시
B10,7132082,서울구암초등학교,서울특별시
B10,7134085,서울구의초등학교,서울특별시
B10,7041109,서울구일초등학교,서울특별시
B10,7031116,서울구현초등학교,서울특별시
B10,7010184,서울국악예술고등학교,서울특별시
B10,7010817,서울국제고등학교,서울특별시
B10,7021082,서울군자초등학교,서울특별시
B10,7041260,서울금나래초등학교,서울특별시
B10,7041110,서울금동초등학교,서울특별시
B10,7134086,서울금북초등학교,서울특별시
B10,7041111,서울금산초등학교,서울특별시
B10,7061059,서울금양초등학교,서울특별시
B10,7134087,서울금옥초등학교,서울특별시
B10,7010964,서울금융고등학교,서울특별시
B10,7041112,서울금천초등학교,서울특별시
B10,7134088,서울금호초등학교,서울특별시
B10,7031117,서울금화초등학교,서울특별시
B10,7130115,서울길동초등학교,서울특별시
B10,7121299,서울길원초등학교,서울특별시
B10,7121300,서울길음초등학교,서울특별시
B10,7011483,서울나래학교,서울특별시
B10,7132083,서울난곡초등학교,서울특별시
B10,7132084,서울난우초등학교,서울특별시
B10,7132085,서울난향초등학교,서울특별시
B10,7081429,서울남명초등학교,서울특별시
B10,7132086,서울남부초등학교,서울특별시
B10,7132087,서울남사초등학교,서울특별시
B10,7061060,서울남산초등학교,서울특별시
B10,7132088,서울남성초등학교,서울특별시
B10,7061061,서울남정초등학교,서울특별시
B10,7130116,서울남천초등학교,서울특별시
B10,7081430,서울내발산초등학교,서울특별시
B10,7132089,서울노량진초등학교,서울특별시
B10,7051115,서울노원초등학교,서울특별시
B10,7051116,서울노일초등학교,서울특별시
B10,7031118,서울녹번초등학교,서울특별시
B10,7051117,서울녹천초등학교,서울특별시
B10,7091373,서울논현초등학교,서울특별시
B10,1342099,서울농학교,서울특별시
B10,7051118,서울누원초등학교,서울특별시
B10,7011320,서울다솜관광고등학교,서울특별시
B10,7011309,서울다원학교,서울특별시
B10,7021083,서울답십리초등학교,서울특별시
B10,7132090,서울당곡초등학교,서울특별시
B10,7041113,서울당산초등학교,서울특별시
B10,7041114,서울당서초등학교,서울특별시
B10,7041115,서울당중초등학교,서울특별시
B10,7051119,서울당현초등학교,서울특별시
B10,7091374,서울대곡초등학교,서울특별시
B10,7041116,서울대길초등학교,서울특별시
B10,7091375,서울대도초등학교,서울특별시
B10,7041117,서울대동초등학교,서울특별시
B10,7132091,서울대림초등학교,서울특별시
B10,7130117,서울대명초등학교,서울특별시
B10,7091376,서울대모초등학교,서울특별시
B10,7041118,서울대방초등학교,서울특별시
B10,7031119,서울대신초등학교,서울특별시
B10,7041119,서울대영초등학교,서울특별시
B10,7091377,서울대왕초등학교,서울특별시
B10,7031120,서울대은초등학교,서울특별시
B10,7031121,서울대조초등학교,서울특별시
B10,7091378,서울대진초등학교,서울특별시
B10,7091379,서울대청초등학교,서울특별시
B10,7091380,서울대치초등학교,서울특별시
B10,7011109,서울대학교사범대학부설고등학교,서울특별시
B10,7061129,서울대학교사범대학부설여자중학교,서울특별시
B10,7121371,서울대학교사범대학부설중학교,서울특별시
B10,7061128,서울대학교사범대학부설초등학교,서울특별시
B10,7091381,서울대현초등학교,서울특별시
B10,7061062,서울덕수초등학교,서울특별시
B10,7051120,서울덕암초등학교,서울특별시
B10,7041120,서울덕의초등학교,서울특별시
B10,7091382,서울도곡초등학교,서울특별시
B10,7041121,서울도림초등학교,서울특별시
B10,7051121,서울도봉초등학교,서울특별시
B10,7091383,서울도성초등학교,서울특별시
B10,7011484,서울도솔학교,서울특별시
B10,7011180,서울도시과학기술고등학교,서울특별시
B10,7041122,서울도신초등학교,서울특별시
B10,7061063,서울독립문초등학교,서울특별시
B10,7041123,서울독산초등학교,서울특별시
B10,7010840,서울독일학교,서울특별시
B10,7121301,서울돈암초등학교,서울특별시
B10,7031122,서울동교초등학교,서울특별시
B10,7041124,서울동구로초등학교,서울특별시
B10,7021084,서울동답초등학교,서울특별시
B10,7134089,서울동명초등학교,서울특별시
B10,7011494,서울동산고등학교,서울특별시
B10,7121302,서울동신초등학교,서울특별시
B10,7021085,서울동원초등학교,서울특별시
B10,7134090,서울동의초등학교,서울특별시
B10,7051122,서울동일초등학교,서울특별시
B10,7134091,서울동자초등학교,서울특별시
B10,7132092,서울동작초등학교,서울특별시
B10,7010582,서울동천학교,서울특별시
B10,7134092,서울동호초등학교,서울특별시
B10,7041125,서울두산초등학교,서울특별시
B10,7130118,서울둔촌초등학교,서울특별시
B10,7011189,서울드와이트외국인학교,서울특별시
B10,7081431,서울등마초등학교,서울특별시
B10,7081432,서울등명초등학교,서울특별시
B10,7081433,서울등서초등학교,서울특별시
B10,7081434,서울등양초등학교,서울특별시
B10,7081435,서울등원초등학교,서울특별시
B10,7081436,서울등촌초등학교,서울특별시
B10,7081437,서울등현초등학교,서울특별시
B10,7010741,서울디자인고등학교,서울특별시
B10,7010572,서울디지텍고등학교,서울특별시
B10,7010738,서울로봇고등학교,서울특별시
B10,7134093,서울마장초등학교,서울특별시
B10,7130119,서울마천초등학교,서울특별시
B10,7031123,서울마포초등학교,서울특별시
B10,7021086,서울망우초등학교,서울특별시
B10,7031124,서울망원초등학교,서울특별시
B10,7061064,서울매동초등학교,서울특별시
B10,7041126,서울매봉초등학교,서울특별시
B10,7091384,서울매헌초등학교,서울특별시
B10,1342098,서울맹학교,서울특별시
B10,7021087,서울면남초등학교,서울특별시
B10,7021088,서울면동초등학교,서울특별시
B10,7021089,서울면목초등학교,서울특별시
B10,7021090,서울면북초등학교,서울특별시
B10,7021091,서울면일초등학교,서울특별시
B10,7021092,서울면중초등학교,서울특별시
B10,7130120,서울명덕초등학교,서울특별시
B10,7061065,서울명신초등학교,서울특별시
B10,7130121,서울명원초등학교,서울특별시
B10,7130122,서울명일초등학교,서울특별시
B10,7081438,서울목동초등학교,서울특별시
B10,7081439,서울목운초등학교,서울특별시
B10,7081440,서울목원초등학교,서울특별시
B10,7130123,서울묘곡초등학교,서울특별시
B10,7134094,서울무학초등학교,서울특별시
B10,7021093,서울묵동초등학교,서울특별시
B10,7021094,서울묵현초등학교,서울특별시
B10,7041127,서울문교초등학교,서울특별시
B10,7130124,서울문덕초등학교,서울특별시
B10,7041128,서울문래초등학교,서울특별시
B10,7041129,서울문백초등학교,서울특별시
B10,7041130,서울문성초등학교,서울특별시
B10,7010697,서울문영여자고등학교,서울특별시
B10,7132145,서울문영여자중학교,서울특별시
B10,7130125,서울문정초등학교,서울특별시
B10,7132093,서울문창초등학교,서울특별시
B10,7130126,서울문현초등학교,서울특별시
B10,7010888,서울문화고등학교,서울특별시
B10,7031125,서울미동초등학교,서울특별시
B10,7041131,서울미래초등학교,서울특별시
B10,7132094,서울미성초등학교,서울특별시
B10,7010185,서울미술고등학교,서울특별시
B10,7121303,서울미아초등학교,서울특별시
B10,7121304,서울미양초등학교,서울특별시
B10,7091385,서울반원초등학교,서울특별시
B10,7091386,서울반포초등학교,서울특별시
B10,7081441,서울발산초등학교,서울특별시
B10,7091387,서울방배초등학교,서울특별시
B10,7130127,서울방산초등학교,서울특별시
B10,7010836,서울방송고등학교,서울특별시
B10,7130128,서울방이초등학교,서울특별시
B10,7091388,서울방일초등학교,서울특별시
B10,7051123,서울방학초등학교,서울특별시
B10,7091389,서울방현초등학교,서울특별시
B10,7081442,서울방화초등학교,서울특별시
B10,7021095,서울배봉초등학교,서울특별시
B10,7041132,서울백산초등학교,서울특별시
B10,7081443,서울백석초등학교,서울특별시
B10,7051124,서울백운초등학교,서울특별시
B10,7130129,서울버들초등학교,서울특별시
B10,7121305,서울번동초등학교,서울특별시
B10,7061066,서울보광초등학교,서울특별시
B10,7132095,서울보라매초등학교,서울특별시
B10,7132096,서울본동초등학교,서울특별시
B10,7061067,서울봉래초등학교,서울특별시
B10,7091390,서울봉은초등학교,서울특별시
B10,7132097,서울봉천초등학교,서울특별시
B10,7132098,서울봉현초등학교,서울특별시
B10,7021096,서울봉화초등학교,서울특별시
B10,7031126,서울북가좌초등학교,서울특별시
B10,7031127,서울북성초등학교,서울특별시
B10,7031128,서울북한산초등학교,서울특별시
B10,7031129,서울불광초등학교,서울특별시
B10,7051125,서울불암초등학교,서울특별시
B10,7134095,서울사근초등학교,서울특별시
B10,7132099,서울사당초등학교,서울특별시
B10,7010565,서울산업정보학교,서울특별시
B10,7121306,서울삼각산초등학교,서울특별시
B10,7061068,서울삼광초등학교,서울특별시
B10,7091391,서울삼릉초등학교,서울특별시
B10,7121307,서울삼선초등학교,서울특별시
B10,7132100,서울삼성초등학교,서울특별시
B10,7010464,서울삼성학교,서울특별시
B10,7121308,서울삼양초등학교,서울특별시
B10,7021168,서울삼육초등학교,서울특별시
B10,7132101,서울삼일초등학교,서울특별시
B10,7130130,서울삼전초등학교,서울특별시
B10,7081444,서울삼정초등학교,서울특별시
B10,7051126,서울상경초등학교,서울특별시
B10,7051127,서울상계초등학교,서울특별시
B10,7051128,서울상곡초등학교,서울특별시
B10,7132102,서울상도초등학교,서울특별시
B10,7021097,서울상봉초등학교,서울특별시
B10,7051129,서울상수초등학교,서울특별시
B10,7031130,서울상신초등학교,서울특별시
B10,7031131,서울상암초등학교,서울특별시
B10,7051130,서울상원초등학교,서울특별시
B10,7051131,서울상월초등학교,서울특별시
B10,7130131,서울상일초등학교,서울특별시
B10,7031132,서울상지초등학교,서울특별시
B10,7051132,서울상천초등학교,서울특별시
B10,7132103,서울상현초등학교,서울특별시
B10,7011468,서울새롬학교,서울특별시
B10,7021181,서울새솔초등학교,서울특별시
B10,7031133,서울서강초등학교,서울특별시
B10,7031134,서울서교초등학교,서울특별시
B10,7091392,서울서래초등학교,서울특별시
B10,7061069,서울서빙고초등학교,서울특별시
B10,7031135,서울서신초등학교,서울특별시
B10,7091393,서울서원초등학교,서울특별시
B10,7091394,서울서이초등학교,서울특별시
B10,7091395,서울서일초등학교,서울특별시
B10,7081445,서울서정초등학교,서울특별시
B10,7011485,서울서진학교,서울특별시
B10,7091396,서울서초초등학교,서울특별시
B10,7121309,서울석계초등학교,서울특별시
B10,7121310,서울석관초등학교,서울특별시
B10,7130132,서울석촌초등학교,서울특별시
B10,7051133,서울선곡초등학교,서울특별시
B10,7130133,서울선린초등학교,서울특별시
B10,7130134,서울선사초등학교,서울특별시
B10,7041133,서울선유초등학교,서울특별시
B10,7130135,서울성내초등학교,서울특별시
B10,7121311,서울성북초등학교,서울특별시
B10,7031136,서울성산초등학교,서울특별시
B10,7031137,서울성서초등학교,서울특별시
B10,7134096,서울성수초등학교,서울특별시
B10,7031138,서울성원초등학교,서울특별시
B10,7130136,서울성일초등학교,서울특별시
B10,7134097,서울성자초등학교,서울특별시
B10,7061070,서울세검정초등학교,서울특별시
B10,7041134,서울세곡초등학교,서울특별시
B10,7130137,서울세륜초등학교,서울특별시
B10,7091458,서울세명초등학교,서울특별시
B10,7010186,서울세종고등학교,서울특별시
B10,7031139,서울소의초등학교,서울특별시
B10,7130138,서울송례초등학교,서울특별시
B10,7134098,서울송원초등학교,서울특별시
B10,7130139,서울송전초등학교,서울특별시
